Time,RPM,Generator Output,Generator Reactive Power,Generator Power Factor,Frequency,Field Current
13/08/2023 03:46:25,2877.001,310,100,0.9517086,47.95001,1909
13/08/2023 03:46:26,2877.001,310,100,0.9517086,47.95001,1909
